"","ï..UDI","Product.ID","Type","Air.temperature","Process.temperature","Rotational.speed","Torque","Tool.wear","Machine.failure"
"3205",3205,"L50384","L",300.1,309,1404,54.8,29,0
"6643",6643,"L53822","L",301.6,310.6,1431,37.5,137,0
"7000",7000,"M21859","M",300.6,310.7,1457,36.7,193,0
"7603",7603,"L54782","L",300.4,311.2,1705,28.7,20,0
"2918",2918,"L50097","L",300.6,309.5,1516,39,142,0
"5613",5613,"L52792","L",303,312.3,1486,42.4,112,0
"6315",6315,"M21174","M",301,310.4,1793,25,142,0
"4793",4793,"H34206","H",303.7,312.7,1564,40.2,150,0
"3728",3728,"L50907","L",302.3,311.2,1786,24.3,81,0
"2697",2697,"L49876","L",300,309.6,1452,46,51,0
"7311",7311,"L54490","L",300,310.5,1606,33.5,135,0
"7152",7152,"H36565","H",300.2,309.9,1906,22.9,165,0
"1328",1328,"L48507","L",298.8,310.2,1814,26.8,204,0
"3209",3209,"M18068","M",300.2,309.1,1406,42.2,40,0
"8796",8796,"L55975","L",297.3,308.4,1459,39.4,59,0
"389",389,"L47568","L",297.6,308.7,1455,48.2,145,0
"4771",4771,"L51950","L",303.5,311.9,1344,49.3,93,1
"6321",6321,"M21180","M",300.8,310.2,1304,52.5,157,0
"4649",4649,"L51828","L",303.3,311.4,1630,32.5,2,0
"1077",1077,"L48256","L",296.9,307.7,1653,35.9,177,0
"7086",7086,"L54265","L",300.6,310.3,1484,41,213,0
"9865",9865,"M24724","M",298.9,309.9,1645,31.4,86,0
"3930",3930,"M18789","M",302.7,311.6,1501,38.8,171,0
"2547",2547,"L49726","L",299.2,309.1,1605,34.3,107,0
"8919",8919,"L56098","L",297.1,308.2,1402,51.2,186,0
"2898",2898,"M17757","M",300.6,309.5,1530,40.2,93,0
"7586",7586,"L54765","L",300.4,311.1,1397,50.8,189,0
"7954",7954,"L55133","L",301,312,1447,36.8,31,0
"939",939,"L48118","L",295.6,306.2,1823,25.8,29,0
"5669",5669,"M20528","M",302.2,311.4,1432,45.3,33,0
"7872",7872,"L55051","L",300.6,312.2,1308,54.7,52,0
"3115",3115,"M17974","M",299.9,309.2,1683,30.5,13,0
"5820",5820,"L52999","L",301.3,311,1418,41.9,208,0
"5115",5115,"M19974","M",304.2,313.8,1481,44.9,136,0
"5171",5171,"M20030","M",304.1,313.3,1480,38.4,72,0
"4094",4094,"M18953","M",302,310.5,1573,32.1,143,0
"6410",6410,"L53589","L",300.3,310,1560,40.8,182,0
"7494",7494,"L54673","L",300.2,311.7,1448,54.2,173,0
"2905",2905,"L50084","L",300.6,309.4,2496,13.5,111,0
"5818",5818,"L52997","L",301.3,311,1542,35.1,204,0
"2917",2917,"L50096","L",300.6,309.6,1411,41.6,140,0
"3593",3593,"H33006","H",301.6,310.4,1369,45.4,156,0
"4157",4157,"M19016","M",302,310.5,1823,25.1,87,0
"9882",9882,"L57061","L",298.8,309.8,1493,38.5,132,0
"5197",5197,"H34610","H",303.9,313,1517,36,142,0
"3419",3419,"H32832","H",301.6,310.6,1555,40.4,139,0
"7538",7538,"L54717","L",300.1,311.3,1305,64.7,66,0
"3917",3917,"L51096","L",302.6,311.6,1453,37,135,0
"9762",9762,"L56941","L",298.6,309.7,1703,26.1,5,0
"2179",2179,"L49358","L",299.6,309.2,1602,37.3,31,0
"8983",8983,"L56162","L",297,307.7,1315,60.1,128,0
"2727",2727,"M17586","M",299.8,309.4,1423,42.9,124,0
"9272",9272,"L56451","L",298.2,308.7,1991,20.5,36,0
"2212",2212,"M17071","M",299.6,309,1245,64,120,0
"7334",7334,"M22193","M",299.9,310.4,1367,53.3,201,0
"2568",2568,"L49747","L",299.4,309.1,1766,24.6,158,0
"3337",3337,"L50516","L",301.6,310.8,1535,35.4,148,0
"5475",5475,"M20334","M",302.7,312.1,1378,46.9,176,0
"6360",6360,"L53539","L",300.1,309.8,1430,56.7,44,0
"5183",5183,"L52362","L",303.9,313.1,1586,31.9,108,0
"8242",8242,"M23101","M",298.9,310.2,2099,20,98,0
"5159",5159,"L52338","L",304.1,313.3,1459,50.3,39,0
"6614",6614,"L53793","L",301.7,310.6,1513,41.1,64,0
"1417",1417,"M16276","M",298.7,309.9,2083,18.2,205,0
"2878",2878,"M17737","M",300.5,309.4,1655,32.1,37,0
"4158",4158,"L51337","L",302,310.5,1263,60.6,90,1
"4487",4487,"M19346","M",302.6,310.5,1965,20.2,40,0
"492",492,"L47671","L",297.4,309.2,1420,45.6,193,0
"1826",1826,"M16685","M",298,307.5,1784,27.8,163,0
"9491",9491,"M24350","M",299,309.7,1418,44.7,209,0
"5911",5911,"M20770","M",300.8,310.3,1458,43.4,0,0
"4907",4907,"H34320","H",303.6,312.4,1436,45.6,9,0
"1543",1543,"L48722","L",298.3,308.9,1379,54.7,91,0
"8773",8773,"L55952","L",297.5,308.6,1621,28.9,0,0
"8814",8814,"L55993","L",297.1,308.4,1693,29.5,100,0
"7971",7971,"M22830","M",300.9,312.1,1297,48.6,76,0
"3660",3660,"M18519","M",302.2,311.5,1734,25,116,0
"6664",6664,"L53843","L",301.3,310.4,1504,47.2,193,0
"7246",7246,"L54425","L",300,310.1,1477,34.6,195,0
"4999",4999,"M19858","M",303.6,312.8,1825,25.2,29,0
"5444",5444,"M20303","M",303,312.7,1426,46.8,99,0
"5428",5428,"L52607","L",302.7,312.4,1423,51.9,60,0
"3503",3503,"M18362","M",301.8,310.9,1346,44.6,142,0
"3784",3784,"H33197","H",302.2,310.8,1397,47.6,11,0
"2879",2879,"H32292","H",300.5,309.4,1502,34.3,40,0
"3731",3731,"M18590","M",302.3,311.2,1405,47.7,88,0
"874",874,"L48053","L",295.9,306.4,1892,21.7,72,0
"418",418,"L47597","L",297.4,308.4,1394,50.1,213,0
"1215",1215,"M16074","M",296.8,307.8,1694,33,115,0
"8420",8420,"L55599","L",299,310.3,1431,39.9,157,0
"77",77,"L47256","L",298.8,308.9,1461,47.9,206,0
"182",182,"H29595","H",298.2,308.3,1824,24.2,49,0
"7401",7401,"M22260","M",299.6,310.6,1633,34.2,151,0
"5049",5049,"H34462","H",304,313.2,1271,68.6,161,1
"2218",2218,"L49397","L",299.7,309.1,1347,55.3,139,0
"403",403,"L47582","L",297.4,308.6,1678,32.3,180,0
"7346",7346,"L54525","L",299.6,310.2,1381,60.5,13,0
"4496",4496,"L51675","L",302.6,310.4,1359,57.2,67,1
"3642",3642,"L50821","L",302.3,311.6,1488,41.8,75,0
"7304",7304,"L54483","L",300.1,310.6,1374,45.4,119,0
"9229",9229,"M24088","M",298.1,309.1,1572,37.5,126,0
"9648",9648,"L56827","L",299.2,310.2,1458,47,183,0
"1210",1210,"H30623","H",297,308.1,2540,13.3,98,0
"4876",4876,"L52055","L",303.7,312.4,1702,31.2,144,0
"788",788,"L47967","L",296.9,308.1,1435,45.3,62,0
"8618",8618,"L55797","L",297.6,308.6,1529,45.3,15,0
"6075",6075,"M20934","M",301,310.8,1533,39.3,194,0
"4507",4507,"M19366","M",302.4,310.1,1520,36.6,97,0
"9071",9071,"L56250","L",297.1,308.2,1427,45.2,136,0
"742",742,"L47921","L",296.9,308.3,1513,38.8,189,0
"3546",3546,"L50725","L",301.8,310.8,1576,38.6,38,0
"2970",2970,"L50149","L",300.6,309.4,1468,44.1,76,0
"6798",6798,"M21657","M",301.2,310.7,1615,34.9,95,0
"3383",3383,"L50562","L",301.3,310.6,1510,38.5,47,0
"485",485,"L47664","L",297.4,309,1568,33.7,175,0
"5903",5903,"L53082","L",300.9,310.6,1598,35.4,186,0
"6580",6580,"L53759","L",301.3,310.4,1501,41.6,192,0
"3003",3003,"M17862","M",300.5,309.8,1555,38.9,166,0
"2310",2310,"L49489","L",299.1,308.6,1611,31.4,161,0
"6636",6636,"L53815","L",301.5,310.5,1534,39.3,119,0
"6916",6916,"L54095","L",301,311.4,1484,36.2,188,0
"1588",1588,"M16447","M",298.2,308.3,1448,43.3,199,0
"2286",2286,"L49465","L",299.4,308.7,1381,56.7,102,0
"1799",1799,"M16658","M",298,307.5,1431,52.9,92,0
"5838",5838,"M20697","M",301.3,311.1,1834,25.4,22,0
"8311",8311,"L55490","L",298.7,309.9,1465,39.7,72,0
"378",378,"M15237","M",297.4,308.2,1424,53.9,120,0
"8033",8033,"L55212","L",300.8,312,1416,46.5,7,0
"1270",1270,"L48449","L",298.1,309.5,1467,41.8,48,0
"8074",8074,"L55253","L",300.5,312,1558,36.7,113,0
"9737",9737,"M24596","M",298.9,310,1348,58.2,163,0
"774",774,"L47953","L",296.8,308,1510,39.4,29,0
"1896",1896,"L49075","L",297.9,307.6,1344,54.3,151,0
"612",612,"L47791","L",298.1,310,1553,40.9,49,0
"8224",8224,"L55403","L",299.1,310.5,1329,54.9,58,0
"9391",9391,"M24250","M",297.5,308,1560,39,141,0
"5852",5852,"L53031","L",301.2,311,1573,32.8,57,0
"2284",2284,"L49463","L",299.2,308.5,1387,51.1,98,0
"4000",4000,"L51179","L",302,311,1420,45.9,144,0
"4589",4589,"L51768","L",302.8,311,1564,38.5,85,0
"8764",8764,"L55943","L",297.5,308.8,1603,36.7,184,0
"4796",4796,"L51975","L",303.6,312.5,1431,49,162,0
"6707",6707,"L53886","L",301.4,310.6,1381,46.1,70,0
"4184",4184,"L51363","L",302.3,310.7,1402,50.9,157,0
"7958",7958,"H37371","H",300.9,311.9,2140,16.5,43,0
"9579",9579,"L56758","L",299.4,310.7,1551,41.2,3,0
"7516",7516,"M22375","M",300.4,311.9,1335,58.3,9,0
"6589",6589,"L53768","L",301.6,310.7,1457,40.4,213,0
"8824",8824,"M23683","M",297.3,308.8,1447,57.4,134,0
"5656",5656,"L52835","L",302.3,311.5,1387,47.3,2,0
"9703",9703,"L56882","L",298.9,310,1633,31.2,76,0
"7636",7636,"L54815","L",300.3,311.4,1526,38.5,101,0
"2135",2135,"L49314","L",299.3,309,1473,46.3,146,0
"1183",1183,"L48362","L",297.3,308.3,1410,48.1,23,0
"1255",1255,"H30668","H",297.5,308.8,1430,49.4,2,0
"6996",6996,"M21855","M",300.6,310.7,1705,31.2,181,0
"1900",1900,"L49079","L",297.8,307.5,1388,40,159,0
"4720",4720,"M19579","M",303.4,311.7,1690,34.9,189,0
"4887",4887,"L52066","L",303.8,312.5,1372,45.7,180,0
"2448",2448,"L49627","L",299.3,308.7,1408,48.7,85,0
"1682",1682,"M16541","M",297.8,307.3,1804,26,222,0
"7145",7145,"M22004","M",300.4,309.8,1517,40.3,149,0
"6200",6200,"L53379","L",300.9,310.9,1497,43.2,62,0
"9795",9795,"L56974","L",298.5,309.3,1590,33.9,107,0
"2348",2348,"L49527","L",299.2,308.3,1410,43,26,0
"7332",7332,"L54511","L",299.8,310.3,1524,34.2,196,0
"2423",2423,"L49602","L",298.8,308.2,1443,53.4,21,0
"6551",6551,"L53730","L",301.3,310.7,1516,46,119,0
"6835",6835,"L54014","L",301.1,311,1378,51.1,190,0
"3485",3485,"L50664","L",301.9,310.8,1519,39,90,0
"7256",7256,"M22115","M",300.2,310.3,1704,29.4,221,0
"8060",8060,"L55239","L",300.2,311.6,1540,37.7,71,0
"115",115,"L47294","L",298.8,308.6,1680,29.4,95,0
"7454",7454,"H36867","H",300.3,311.7,1432,47.7,61,0
"4352",4352,"L51531","L",301.8,309.6,1432,43.7,138,0
"7502",7502,"L54681","L",300.2,311.7,1640,30.8,191,0
"9655",9655,"L56834","L",299.1,310,1367,56.3,203,1
"7854",7854,"L55033","L",300.3,311.7,1317,56.5,7,0
"1830",1830,"L49009","L",297.8,307.2,1880,23,176,0
"8079",8079,"L55258","L",300.3,311.7,1571,31.2,123,0
"3790",3790,"L50969","L",302.3,310.8,1650,32.4,26,0
"7383",7383,"L54562","L",299.8,310.4,1698,28.3,103,0
"6036",6036,"M20895","M",300.6,310.9,1702,30.3,91,0
"198",198,"M15057","M",298.4,308.6,1527,40.9,96,0
"7863",7863,"M22722","M",300.5,312,1382,54.1,27,0
"3549",3549,"L50728","L",301.9,310.9,1616,34.5,46,0
"2806",2806,"L49985","L",300,309.4,1460,43.5,102,0
"7583",7583,"H36996","H",300.4,311.2,1489,45.3,180,0
"5338",5338,"M20197","M",303.3,312.6,1482,44.4,73,0
"2526",2526,"M17385","M",298.8,308.6,1598,35.1,52,0
"1254",1254,"L48433","L",297.5,308.8,1309,57.3,0,0
"5296",5296,"L52475","L",303.8,313.2,1336,47.8,176,0
"998",998,"M15857","M",296.3,307.2,1446,45.9,180,0
"9454",9454,"H38867","H",298.2,309,1360,56.8,107,0
"2945",2945,"L50124","L",300.7,309.6,1505,34.9,7,0
"907",907,"M15766","M",295.6,306.1,1462,49.2,158,0
"4436",4436,"L51615","L",302.3,310.1,1321,52.7,134,1
"2751",2751,"H32164","H",299.7,309.2,1456,40.6,182,0
"1303",1303,"L48482","L",298.6,309.8,1505,45.7,144,0
"1871",1871,"L49050","L",298.3,308,1486,42.3,86,0
"7566",7566,"M22425","M",300.3,311.2,1783,25.6,139,0
"216",216,"L47395","L",298.3,308.6,1548,40.3,140,0
"8733",8733,"L55912","L",297.2,308.6,1864,23.6,103,0
"3277",3277,"L50456","L",301.3,310,1438,40.9,7,0
"1776",1776,"L48955","L",298.5,308,1404,48.1,32,0
"6611",6611,"L53790","L",301.5,310.4,1543,34,55,0
"5454",5454,"L52633","L",303,312.6,1451,42.1,125,0
"3530",3530,"L50709","L",301.9,310.9,1567,39,214,1
"2859",2859,"L50038","L",300.5,309.3,1417,51.5,231,1
"1757",1757,"M16616","M",298.1,307.4,1363,60.1,187,0
"6117",6117,"L53296","L",300.8,310.9,1453,43.9,84,0
"6697",6697,"L53876","L",301.7,310.9,1636,31.3,42,0
"6284",6284,"L53463","L",301.3,310.8,1719,29.5,62,0
"4307",4307,"L51486","L",301.6,310,1869,22.9,18,0
"8368",8368,"L55547","L",298.9,309.8,1390,49.9,21,0
"7164",7164,"M22023","M",300.1,310.1,1501,39.3,195,0
"423",423,"L47602","L",297.3,308.3,1333,55.2,11,0
"5139",5139,"M19998","M",304.3,313.6,1489,40.3,196,0
"7886",7886,"L55065","L",300.7,312.3,1590,36.3,93,0
"5924",5924,"M20783","M",300.4,310.3,1537,35,33,0
"7049",7049,"L54228","L",300.6,310.4,2007,19.8,116,0
"2421",2421,"H31834","H",298.8,308.2,1450,44.7,14,0
"4546",4546,"L51725","L",302.5,310.5,1463,43,189,0
"7718",7718,"L54897","L",300.5,311.6,1365,53,85,0
"1949",1949,"L49128","L",298.1,308.1,1410,45.8,71,0
"7598",7598,"L54777","L",300.5,311,2074,18.9,9,0
"1895",1895,"H31308","H",297.9,307.5,1880,23.3,146,0
"3260",3260,"M18119","M",301.2,310,1625,31.6,173,0
"382",382,"L47561","L",297.5,308.5,1546,40.4,129,0
"9297",9297,"H38710","H",298.2,309,1524,39.1,100,0
"2936",2936,"M17795","M",300.8,309.7,1680,28.2,189,0
"5610",5610,"M20469","M",303.1,312.4,1378,50.1,104,0
"4873",4873,"L52052","L",303.7,312.4,1316,59.3,137,0
"1509",1509,"M16368","M",298,308.6,1507,37.3,217,0
"4491",4491,"L51670","L",302.5,310.4,1967,20.3,50,0
"7360",7360,"M22219","M",299.4,310,1512,43.2,47,0
"5675",5675,"M20534","M",302.2,311.7,1393,42.5,53,0
"4439",4439,"L51618","L",302.4,310.1,1418,52.3,141,0
"7340",7340,"L54519","L",299.8,310.4,1579,36.4,0,0
"9148",9148,"L56327","L",297.7,308.7,1688,27.2,125,0
"7083",7083,"L54262","L",300.7,310.3,1458,40,207,0
"6198",6198,"L53377","L",300.9,310.8,1493,45.8,57,0
"6141",6141,"L53320","L",300.8,310.7,1589,34.3,144,0
"6214",6214,"L53393","L",300.9,310.6,1552,34.9,95,0
"8240",8240,"L55419","L",299,310.4,1339,49.6,94,0
"7300",7300,"L54479","L",300.1,310.5,1492,50.9,111,0
"1614",1614,"L48793","L",297.9,308,1296,62.9,41,0
"194",194,"H29607","H",298.2,308.4,1678,34.6,81,0
"3996",3996,"L51175","L",302.3,311.3,1621,31.6,135,0
"4173",4173,"L51352","L",302.2,310.6,1386,50,132,0
"8086",8086,"L55265","L",300.2,311.4,1331,49.8,143,0
"1842",1842,"L49021","L",297.7,307.2,1668,37.8,5,0
"9602",9602,"L56781","L",298.9,310.1,2109,18,61,0
"7646",7646,"L54825","L",300.4,311.4,1662,29.3,129,0
"7193",7193,"M22052","M",300.2,310.2,1429,43.8,54,0
"5505",5505,"L52684","L",302.8,312.2,1458,51,42,0
"2108",2108,"M16967","M",299.4,309.1,1417,47.3,59,0
"836",836,"M15695","M",296.7,307.4,1533,32.5,182,0
"2189",2189,"L49368","L",299.7,309.3,1420,44.1,60,0
"2487",2487,"M17346","M",298.9,308.7,1772,28.4,177,0
"4153",4153,"M19012","M",302,310.5,1425,44.7,76,0
"6887",6887,"M21746","M",300.8,311.3,1465,43.2,113,0
"8268",8268,"L55447","L",299.2,310.7,1540,36.3,175,0
"2235",2235,"L49414","L",299.4,308.6,1492,40.5,181,0
"5681",5681,"M20540","M",302.2,311.6,1386,50.5,69,0
"1001",1001,"L48180","L",296.3,307.1,1654,29.6,188,0
"8402",8402,"H37815","H",298.5,309.4,1671,31.8,108,0
"4984",4984,"L52163","L",303.8,313.1,1869,25.8,211,0
"5398",5398,"M20257","M",302.8,312.3,1416,42.7,241,0
"715",715,"L47894","L",297.4,308.6,1609,36.2,116,0
"8584",8584,"L55763","L",297.4,308,1423,38,154,0
"203",203,"M15062","M",298.4,308.5,1636,35.7,107,0
"1392",1392,"L48571","L",298.9,310.2,2737,8.8,142,1
"6369",6369,"M21228","M",300,309.6,1423,48.7,67,0
"9420",9420,"L56599","L",298,308.4,1911,22,13,0
"6897",6897,"M21756","M",301,311.6,1454,40,140,0
"2038",2038,"H31451","H",299,308.7,1940,19.9,98,0
"3039",3039,"L50218","L",300.4,309.5,1349,50.4,30,0
"8259",8259,"L55438","L",299.1,310.6,1602,39.7,144,0
"3198",3198,"L50377","L",300,309.1,1465,40.6,9,0
"5787",5787,"L52966","L",301.7,311.2,1521,36.7,130,0
"4939",4939,"M19798","M",303.5,312.4,1606,30.1,98,0
"9339",9339,"H38752","H",298.5,309,1531,30.8,212,0
"3641",3641,"H33054","H",302.4,311.6,1544,39.1,70,0
"5481",5481,"H34894","H",302.7,312.1,1478,36,191,0
"106",106,"L47285","L",298.8,308.7,1591,31.1,68,0
"9019",9019,"L56198","L",297.3,308.1,1615,35.4,217,1
"1398",1398,"L48577","L",299.1,310.2,1569,38.2,155,0
"4336",4336,"L51515","L",301.7,309.9,1607,37.7,93,0
"3625",3625,"M18484","M",302,311.4,1587,35.9,30,0
"3694",3694,"L50873","L",302.1,311.3,1521,31.5,202,0
"2143",2143,"L49322","L",299.3,308.9,1376,60.3,163,0
"4973",4973,"H34386","H",303.8,312.6,1811,24.9,183,0
"5276",5276,"L52455","L",303.7,313.1,1423,41.2,124,0
"9108",9108,"M23967","M",297.5,308.5,1662,30.3,26,0
"5548",5548,"M20407","M",302.3,311.7,1540,28.9,149,0
"950",950,"L48129","L",295.6,306.3,1636,32.7,56,0
"5682",5682,"L52861","L",302.2,311.6,1383,44.3,72,0
"1583",1583,"H30996","H",298.1,308.3,1530,42,184,0
"1820",1820,"M16679","M",298.1,307.6,2066,19.2,150,0
"6749",6749,"H36162","H",301.7,311,2016,19.3,180,0
"9014",9014,"H38427","H",297.2,308,1435,43,202,0
"1537",1537,"M16396","M",298.2,308.9,1326,54.4,75,0
"5647",5647,"M20506","M",302.4,311.8,1644,37.2,195,0
"6322",6322,"L53501","L",300.7,310.2,1286,64.9,160,0
"3939",3939,"L51118","L",302.5,311.5,1603,32.4,194,0
"5595",5595,"L52774","L",302.6,311.9,1598,35.5,69,0
"8583",8583,"M23442","M",297.5,308.1,1334,72,151,1
"1356",1356,"M16215","M",298.6,310,1681,35.5,44,0
"2662",2662,"M17521","M",299.9,309.4,1509,42.8,190,0
"9406",9406,"M24265","M",297.7,308.1,1469,48.8,183,0
"6576",6576,"M21435","M",301.4,310.5,1451,45.3,183,0
"7202",7202,"L54381","L",300,309.8,1474,40.6,78,0
"7910",7910,"L55089","L",300.7,312.2,1590,38.5,148,0
"5247",5247,"L52426","L",303.5,313,1465,41,56,0
"6760",6760,"L53939","L",301.7,311,1441,44.3,208,1
"625",625,"H30038","H",298.3,310.1,1509,37.6,85,0
"7677",7677,"L54856","L",300.6,311.7,1448,49.1,206,0
"7196",7196,"M22055","M",300.1,310.1,1443,49.3,61,0
"9393",9393,"L56572","L",297.6,308.1,1437,46.3,149,0
"5381",5381,"L52560","L",302.8,312.3,1494,37.5,198,0
"3011",3011,"L50190","L",300.3,309.6,1537,37.1,187,0
"6915",6915,"H36328","H",300.9,311.3,1668,28.9,183,0
"1592",1592,"L48771","L",298.2,308.4,1355,49.4,209,0
"226",226,"L47405","L",298.3,308.5,1362,53.8,164,0
"4327",4327,"L51506","L",301.6,310.1,1362,55.8,70,1
"2352",2352,"L49531","L",299.2,308.4,1393,48.4,35,0
"4770",4770,"H34183","H",303.6,311.9,1544,37.1,88,0
"5800",5800,"L52979","L",301.5,310.8,1593,34.5,162,0
"8717",8717,"M23576","M",297.1,308.6,1717,31.3,61,0
"741",741,"M15600","M",296.9,308.4,1450,46.9,186,0
"4646",4646,"L51825","L",303.3,311.4,1732,25.6,232,0
"5063",5063,"L52242","L",304,312.9,1313,53.9,202,0
"6206",6206,"M21065","M",300.9,310.7,1696,27.3,76,0
"1418",1418,"L48597","L",298.7,309.9,1541,38.5,208,0
"5179",5179,"H34592","H",304,313.2,1517,43.1,96,0
"9789",9789,"M24648","M",298.5,309.5,1535,39.8,87,0
"4624",4624,"L51803","L",303,311.1,1525,40.7,179,0
"8421",8421,"L55600","L",298.9,310.4,1546,37.7,159,0
"8445",8445,"M23304","M",298.6,309.9,1818,24.9,9,0
"9814",9814,"L56993","L",298.3,309.1,1387,52.3,160,0
"4553",4553,"M19412","M",302.7,310.5,1880,22.7,207,0
"8024",8024,"H37437","H",300.9,312,1397,42.7,212,0
"3308",3308,"M18167","M",301.4,310.5,1563,39.9,83,0
"271",271,"H29684","H",298,308,1520,39.6,51,0
"9458",9458,"M24317","M",298.5,309.3,1692,26.7,118,0
"479",479,"L47658","L",297.4,309,1833,22.6,161,0
"9363",9363,"M24222","M",298,308.5,1682,33,58,0
"4816",4816,"H34229","H",303.4,311.9,1534,33.2,210,0
"7378",7378,"L54557","L",299.5,310,1349,52.7,92,0
"7392",7392,"L54571","L",299.7,310.6,1675,31.3,129,0
"9576",9576,"M24435","M",299.6,310.8,1603,35.4,202,0
"2059",2059,"M16918","M",299.5,309.3,1902,24,151,0
"6466",6466,"M21325","M",300.5,309.8,1416,48.5,110,0
"5953",5953,"L53132","L",300.7,310.8,1563,33.8,104,0
"1868",1868,"L49047","L",298.1,307.9,1502,41.8,79,0
"6676",6676,"L53855","L",301.5,310.6,1579,28,220,0
"8059",8059,"L55238","L",300.3,311.6,1515,44.9,69,0
"103",103,"L47282","L",298.8,308.8,1555,40.6,61,0
"1240",1240,"H30653","H",297.2,308.5,1482,39.3,187,0
"6548",6548,"L53727","L",301.4,310.8,1740,29.2,110,0
"3676",3676,"M18535","M",302.1,311.5,1866,23.1,159,0
"4104",4104,"L51283","L",302,310.4,1448,43.4,167,0
"7671",7671,"L54850","L",300.5,311.6,1525,37.6,191,0
"8096",8096,"L55275","L",300.2,311.7,1493,48.3,167,0
"915",915,"M15774","M",295.4,305.9,1518,40.6,178,0
"6571",6571,"L53750","L",301.4,310.6,1634,31.1,171,0
"3438",3438,"L50617","L",301.5,310.5,2297,15.8,191,0
"1669",1669,"L48848","L",298.2,307.9,1551,34.1,190,0
"229",229,"M15088","M",298.3,308.5,1629,37.1,170,0
"2183",2183,"M17042","M",299.5,309.2,1314,61.8,45,0
"7058",7058,"L54237","L",300.8,310.6,1666,36.2,144,0
"6318",6318,"L53497","L",300.9,310.3,1321,48.8,150,0
"8408",8408,"L55587","L",298.4,309.5,1357,50.1,125,0
"7548",7548,"L54727","L",300.1,311.4,1430,40.9,93,0
"1113",1113,"M15972","M",296.5,307.4,1350,55.6,69,0
"8022",8022,"M22881","M",301,312,1499,34.6,207,0
"3717",3717,"L50896","L",302.3,311.4,1609,32.3,49,0
"753",753,"L47932","L",296.9,308.1,1422,48.7,215,0
"6848",6848,"L54027","L",301.2,311.4,1757,28,6,0
"2026",2026,"L49205","L",298.7,308.5,1469,39.9,67,0
"4291",4291,"L51470","L",301.8,310,1642,32.6,201,0
"4073",4073,"L51252","L",301.9,310.6,1610,33.4,87,0
"9332",9332,"L56511","L",298.4,308.9,1496,37.9,194,0
"1745",1745,"M16604","M",298.5,308,1461,51.9,157,0
"4731",4731,"L51910","L",303.3,311.7,1508,35.5,217,0
"5535",5535,"M20394","M",302.3,311.7,1494,37.1,114,0
"1137",1137,"L48316","L",296.9,307.8,1557,38.1,135,0
"9692",9692,"L56871","L",299,310,1582,31.9,51,0
"9915",9915,"L57094","L",298.5,308.8,1670,29.6,13,0
"6406",6406,"L53585","L",300.1,309.7,2151,17.5,173,0
"8359",8359,"L55538","L",298.7,309.7,1547,37.4,0,0
"908",908,"M15767","M",295.6,306.1,1669,29,161,0
"6422",6422,"L53601","L",300.3,309.9,1527,41.4,2,0
"5083",5083,"H34496","H",304.1,313.2,1590,43.4,52,0
"9852",9852,"M24711","M",298.5,309.3,1761,27.2,49,0
"6478",6478,"L53657","L",300.5,309.7,1841,24.6,143,0
"7080",7080,"L54259","L",300.7,310.5,1445,41.1,201,0
"8900",8900,"M23759","M",297.3,308.5,1710,27.7,138,0
"5002",5002,"M19861","M",303.6,312.7,2174,17.6,37,0
"4595",4595,"M19454","M",303,311.2,1387,41.4,100,0
"4296",4296,"L51475","L",301.8,310.2,1457,40.4,213,0
"6440",6440,"L53619","L",300.6,310.1,1656,32.7,44,0
"5084",5084,"L52263","L",304.1,313.1,1327,54.1,57,0
"781",781,"M15640","M",296.9,308,1409,50.7,43,0
"6486",6486,"L53665","L",300.6,309.8,1629,37.6,162,0
"1437",1437,"H30850","H",298.8,309.8,1510,44.2,35,0
"6003",6003,"L53182","L",300.5,310.3,1683,31.5,8,0
"1379",1379,"H30792","H",298.8,310.2,1455,44.9,107,0
"4040",4040,"L51219","L",301.9,310.8,1567,39.3,9,0
"7689",7689,"L54868","L",300.6,311.7,1553,39.8,0,0
"5511",5511,"L52690","L",302.8,312.1,1418,51.4,54,0
"5337",5337,"L52516","L",303.2,312.4,1663,33.7,71,0
"7627",7627,"H37040","H",300.5,311.6,1351,53.5,78,0
"6287",6287,"L53466","L",301.1,310.6,1611,35.2,70,0
"9245",9245,"L56424","L",298.3,308.8,1767,27.3,168,0
"9290",9290,"L56469","L",298.2,308.9,1367,45,85,0
"2150",2150,"L49329","L",299.4,309,1613,32.2,178,0
"8915",8915,"M23774","M",297.3,308.5,1524,49.3,176,0
"5198",5198,"H34611","H",303.8,312.9,1570,35.8,147,0
"7638",7638,"H37051","H",300.4,311.4,1445,52.4,105,0
"7676",7676,"L54855","L",300.5,311.6,1447,45.4,204,0
